HIP	Vmag	RA	DE	Plx	pmRA	pmDE	e_Plx	B-V	V-I
  2364	10.10	  7.54430960	 54.46332826	  25.04	   33.86	   49.32	  1.90	 1.080	 1.15
  2381	 5.17	  7.59446346	-23.78771429	  18.08	  -26.95	   13.97	  0.90	 0.128	 0.14
  2383	 5.67	  7.60822774	-48.21469821	  22.19	  163.44	  -87.30	  0.67	 0.367	 0.43
  2397	 9.22	  7.62873789	 22.76941622	  29.34	  188.06	 -183.82	  1.18	 0.930	 0.98
  2414	 7.74	  7.68983095	 47.53000544	  20.91	    6.00	  -54.40	  1.05	 0.652	 0.72
  2416	 9.07	  7.70028979	-56.59512448	  17.50	   -6.26	   51.61	  1.23	 0.734	 0.78
  2417	 9.09	  7.70440873	-41.39014399	  14.06	   51.74	  -46.12	  1.33	 0.617	 0.69
  2422	 6.18	  7.72581643	 77.01948785	  25.37	  340.40	  -34.36	  0.54	 0.883	 0.89
  2452	 9.27	  7.80092777	-41.88160437	  16.21	 -225.66	  -75.71	  1.36	 0.804	 0.84
  2453	 7.37	  7.80170012	 69.78543643	  23.95	  297.68	  -72.65	  0.66	 0.504	 0.58
  2472	 4.76	  7.85356695	-48.80356171	  18.97	  140.74	   19.47	  0.64	 0.018	 0.01
  2479	 7.18	  7.87634042	 11.53231372	  13.44	  -36.65	  -40.49	  0.83	 0.275	 0.31
  2482	 8.10	  7.88192575	 -4.28187876	  15.90	  -83.38	 -154.79	  1.03	 0.528	 0.60
  2483	 8.15	  7.88216341	-11.27324041	  15.36	   91.16	  -19.30	  1.58	 0.653	 0.72
  2484	 4.36	  7.88566992	-62.95808549	  23.35	   82.48	  -54.37	  0.52	-0.064	-0.02
  2487	 4.53	  7.88898014	-62.96544985	  18.95	   87.95	  -45.79	  4.35	 0.147	 0.14
  2504	 9.64	  7.93498103	-53.48017332	  13.68	   30.97	  -32.35	  1.38	 0.817	 0.84
  2511	 9.60	  7.96261887	-27.82839734	  15.71	  189.69	    6.38	  1.45	 0.759	 0.80
  2532	 8.27	  8.02934093	-12.29501561	  13.78	   49.01	  -26.84	  1.06	 0.580	 0.65
  2533	 8.54	  8.03376796	 -5.17864035	  21.40	  297.12	  -27.41	  1.86	 0.840	 0.88
  2540	 9.65	  8.06139856	-63.09101331	  38.85	  530.04	 -100.87	  1.10	 1.367	 1.60
  2544	 7.32	  8.09205264	-24.64626669	  13.81	  130.67	   14.69	  1.01	 0.391	 0.46
  2552	10.27	  8.11171615	 67.23621544	  98.74	 1739.07	 -224.63	  3.37	 1.520	 2.06
  2556	 9.36	  8.11891430	-68.00764433	  19.65	  105.60	   69.69	  1.47	 0.928	 0.97
  2563	 8.66	  8.14137394	 28.19747447	  17.80	  193.89	   64.66	  1.36	 0.650	 0.71
  2578	 5.07	  8.18247614	-63.03137868	  21.52	   86.15	  -49.85	  0.49	 0.038	 0.05
  2586	 8.76	  8.20832918	-13.25755041	  13.63	  170.54	  -38.78	  1.27	 0.666	 0.73
  2639	10.02	  8.36665139	  9.15318652	  17.86	  227.95	   23.09	  1.63	 1.062	 1.03
  2643	 7.76	  8.37487039	 40.10561610	  16.68	  -15.01	   12.71	  1.62	 0.556	 0.63
  2645	 7.27	  8.38488884	-38.11333796	  13.56	   71.60	  -23.94	  0.92	 0.609	 0.68
  2663	 6.41	  8.43270424	-35.00082229	  27.63	  -60.33	 -516.78	  1.06	 0.617	 0.69
  2710	 6.90	  8.61338867	 -6.50369569	  24.09	  -72.45	  -86.61	  0.88	 0.481	 0.55
  2711	 5.57	  8.61506261	-52.37318294	  39.03	  227.80	   38.21	  0.62	 0.472	 0.55
  2712	 7.38	  8.62236013	 47.91539661	  21.20	  397.41	   59.85	  0.87	 0.549	 0.62
  2716	 7.67	  8.64040952	 62.90339141	  19.32	  -26.30	  -59.37	  1.15	 0.503	 0.56
  2717	 8.07	  8.64778821	 62.59047684	  16.11	   87.06	    0.91	  0.92	 0.517	 0.59
  2724	 8.18	  8.67196043	 11.13483499	  16.31	   31.99	  -20.66	  0.96	 0.504	 0.58
  2725	 9.48	  8.69614733	 26.06594227	  26.98	  378.62	  -53.77	  1.61	 1.000	 1.04
  2729	 9.56	  8.71288230	-61.91601812	  21.78	   87.33	  -53.14	  1.01	 1.050	 1.10
  2736	 8.97	  8.73942158	  4.38188851	  22.17	  107.60	 -172.75	  1.24	 0.827	 0.87
  2742	 8.02	  8.75416804	 42.69495016	  34.52	 -168.09	  -72.19	  1.04	 0.870	 0.91
  2743	 8.55	  8.75687799	-63.69382810	  34.04	  881.63	 -534.68	  0.86	 0.854	 0.90
  2747	 8.76	  8.76193151	-48.93468281	  18.13	   18.03	   58.04	  1.01	 0.602	 0.67
  2751	 8.38	  8.78162814	  7.72329878	  14.68	   20.56	  -12.12	  1.11	 0.529	 0.60
  2752	 9.02	  8.78712762	 36.83445910	  16.71	  -25.92	  -13.13	  7.26	 0.970	 0.95
  2760	 7.37	  8.80717832	 51.83850877	  22.87	   51.84	 -118.47	  1.00	 0.602	 0.67
  2762	 5.20	  8.81100390	 -3.59275785	  47.51	  407.68	  -36.47	  1.15	 0.567	 0.64
  2786	 9.50	  8.88589662	 -2.06618283	  19.69	  157.93	   -3.76	  1.42	 0.831	 0.87
  2787	 5.94	  8.88645754	 -0.50545908	  17.97	  143.36	  -61.94	  0.74	 0.444	 0.51
  2790	 7.45	  8.89236491	-39.74588990	  34.30	  116.10	 -165.57	  0.89	 0.726	 0.77
  2797	 9.31	  8.90829835	 79.25914588	  20.78	  176.27	  -29.38	  0.93	 0.780	 0.82
  2802	 5.51	  8.92139531	-48.00066027	  27.61	   47.14	 -101.40	  0.77	 0.461	 0.53
  2805	 8.52	  8.92763125	 -8.20966183	  13.43	   40.44	    5.06	  1.26	 0.575	 0.65
  2824	 8.37	  8.96750287	 29.23785059	  21.23	  102.28	  -16.38	  1.17	 0.648	 0.71
  2832	 6.32	  8.97867189	 13.20750244	  26.59	 -133.16	 -179.03	  0.85	 0.517	 0.59
  2841	 6.91	  9.00332958	-59.71719483	  16.71	   78.00	  -18.45	  0.63	 0.368	 0.43
  2843	 6.72	  9.00717370	 -5.57045671	  21.19	  225.69	 -108.55	  0.92	 0.466	 0.54
  2844	 7.96	  9.00932703	 29.99400304	  18.93	  185.55	 -408.03	  1.70	 0.672	 0.73
  2847	 7.77	  9.01513090	  7.15600861	  19.45	   60.21	  -13.83	  0.96	 0.563	 0.64
  2848	 8.40	  9.01693123	-49.12780855	  23.21	  387.53	 -133.01	  1.15	 0.780	 0.82
  2852	 6.06	  9.02876061	-22.84221094	  20.12	  -71.44	  -50.35	  0.91	 0.297	 0.34
  2853	 7.88	  9.03140187	-20.75859012	  14.56	   97.93	   17.73	  1.06	 0.447	 0.52
  2883	10.11	  9.13663377	-58.31469749	  16.64	  251.28	  162.36	  1.46	 0.940	 0.99
  2888	 6.79	  9.15680392	-49.13200111	  22.79	  385.20	 -132.44	  0.73	 0.639	 0.68
  2894	 8.64	  9.18049134	 48.82833163	  18.03	   60.67	  -19.45	  1.23	 0.648	 0.71
  2902	 7.94	  9.19507750	-24.50078757	  13.78	   -9.61	  -62.02	  1.06	 0.824	 0.85
  2909	 8.17	  9.21355240	-24.49605646	  15.34	   35.58	 -232.36	  1.10	 0.636	 0.70
  2927	 8.10	  9.28405614	 15.13999011	  16.59	   38.09	  -89.07	  0.89	 0.605	 0.67
  2941	 5.57	  9.33244613	-24.76722545	  64.38	 1422.09	  -17.15	  1.40	 0.715	 0.78
  2944	 6.99	  9.34217573	-37.28798048	  22.29	  547.87	  -40.97	  0.84	 0.723	 0.77
  2981	 7.53	  9.48706616	 47.40791719	  20.92	  111.23	  -84.37	  0.97	 0.463	 0.53
  3000	 9.48	  9.53334289	  4.39681268	  14.78	   43.57	  -17.76	  1.55	 0.701	 0.76
  3006	 7.11	  9.56130273	 84.67502086	  24.80	  -19.99	  -17.89	  0.60	 0.554	 0.63
  3008	10.48	  9.56400804	 52.33242473	  43.40	  -73.96	 -136.51	  1.94	 1.424	 1.73
  3010	 7.43	  9.57520040	-73.96249617	  16.35	 -127.24	 -109.33	  0.66	 0.482	 0.57
  3022	 9.96	  9.62100473	 43.00013144	  19.86	  188.61	  -81.17	  1.86	 0.792	 0.82
  3028	 9.21	  9.63821988	-12.17262517	  24.02	  111.01	   84.70	  1.22	 0.846	 0.86
  3031	 4.34	  9.63958024	 29.31236900	  19.34	 -229.41	 -254.08	  0.76	 0.871	 0.92
  3033	 8.77	  9.64337184	  6.02198658	  14.61	  116.31	  -93.13	  1.04	 0.590	 0.66
  3035	 7.11	  9.65067436	-23.59913798	  16.01	  -71.80	  -39.50	  0.94	 0.423	 0.49
  3053	 7.74	  9.69033976	-85.41237038	  26.42	  -86.37	  -28.79	  0.61	 0.754	 0.80
  3054	 9.04	  9.69844701	 31.01929218	  16.48	 -245.89	  -58.42	  1.19	 0.630	 0.70
  3086	 7.34	  9.80336453	  3.13320203	  21.79	  781.34	  296.76	  0.88	 0.633	 0.70
  3092	 3.27	  9.83165567	 30.86122579	  32.19	  115.38	  -83.05	  0.68	 1.268	 1.23
  3093	 5.88	  9.84206107	 21.25137390	  90.03	 -461.07	 -370.88	  0.72	 0.850	 0.83
  3097	 9.22	  9.85771167	 74.74992020	  15.82	 -218.41	  -73.84	  0.96	 0.680	 0.74
  3101	 8.83	  9.86776727	 26.73691109	  14.72	  -39.44	  -68.58	  1.07	 0.590	 0.66
  3119	 7.43	  9.91921008	 11.53230972	  20.14	  158.48	  -11.77	  0.91	 0.538	 0.61
  3121	10.50	  9.92439887	 10.65428197	  30.52	  525.30	 -198.69	  1.79	 1.143	 1.24
  3122	 6.83	  9.93184864	-11.15047993	  13.82	  -58.49	 -123.93	  0.79	 0.432	 0.50
  3125	10.22	  9.93497867	-26.46595942	  24.73	  244.35	  -17.15	  1.63	 1.278	 1.46
  3132	 6.38	  9.94897859	 82.49357470	  30.95	 -113.67	   77.23	  0.50	 0.551	 0.62
  3142	 6.68	  9.98996521	-33.96118617	  24.12	  330.05	 -108.27	  0.82	 0.519	 0.59
  3148	 8.76	 10.00766279	-46.91262655	  13.44	   54.37	   71.87	  1.16	 0.584	 0.66
  3164	 8.16	 10.08026530	 26.66624490	  16.01	  173.58	  -21.20	  0.93	 0.521	 0.59
  3169	 7.43	 10.10140616	 -7.65641664	  17.02	  129.01	 -101.22	  0.95	 0.571	 0.64
  3170	 5.89	 10.10273354	-59.45568115	  39.26	  883.26	  443.01	  0.56	 0.564	 0.65
  3174	 8.24	 10.11418791	 16.58014668	  14.62	   57.69	 -170.86	  0.97	 0.677	 0.74
  3179	 2.24	 10.12661349	 56.53740928	  14.27	   50.36	  -32.17	  0.57	 1.170	 1.13
  3181	 8.80	 10.12789463	-27.27586925	  19.11	 -132.67	 -197.51	  1.13	 0.710	 0.76
  3182	 8.68	 10.13394965	-29.86854449	  17.32	  137.44	  107.60	  1.19	 0.638	 0.70
  3185	 6.14	 10.13501584	-23.80399309	  35.02	  635.49	 -363.28	  0.74	 0.718	 0.81
  3195	 8.78	 10.18239757	-49.59175247	  23.09	  181.51	 -122.62	  1.37	 0.747	 0.79
  3203	 7.02	 10.19784263	 -7.23238377	  38.65	    0.64	  -91.59	  1.10	 0.620	 0.69
  3206	 7.36	 10.20415817	 40.18879925	  57.90	  355.69	 -668.91	  0.98	 0.937	 0.98
  3210	 7.37	 10.21444826	-53.20980159	  21.91	  112.60	  -47.59	  0.82	 0.539	 0.61
  3214	 7.60	 10.21930456	 31.11650674	  17.45	  146.21	   39.67	  0.88	 0.458	 0.53
  3232	 9.92	 10.28196824	 19.25461642	  20.28	  371.36	  -78.25	  1.77	 0.930	 0.98
  3236	 6.52	 10.29977784	  9.35530818	  29.99	 -122.64	 -103.11	  0.83	 0.528	 0.60
  3238	 9.36	 10.30124327	-68.45781835	  13.75	 -159.40	  -24.38	  0.93	 0.640	 0.70
  3254	 9.97	 10.36135883	-73.11292731	  13.82	  -60.92	    3.16	  1.13	 0.709	 0.76
  3267	 6.95	 10.39382484	 65.86836175	  20.99	   71.95	  -60.45	  0.66	 0.579	 0.65
  3272	 7.84	 10.42475955	 20.13722011	  16.94	   83.62	  -58.27	  0.94	 0.528	 0.60
  3277	 5.72	 10.44292464	-56.50145475	  15.29	   90.15	   57.28	  0.58	 0.131	 0.15
  3279	 8.63	 10.44561425	 55.68233412	  14.53	  269.67	  -11.71	  1.09	 0.647	 0.71
  3292	 8.77	 10.50357246	-53.19931955	  14.87	   74.64	  144.14	  1.19	 0.531	 0.60
  3293	 7.03	 10.50597309	 40.68841020	  20.38	   -9.53	  -62.51	  1.02	 0.452	 0.52
  3311	 8.39	 10.54039926	 -3.05603153	  19.59	  140.08	 -142.23	  1.12	 0.677	 0.74
  3317	10.45	 10.56807572	-56.87556696	  18.33	  -76.64	    0.29	  1.58	 1.160	 1.26
  3318	 8.15	 10.57684820	-45.55104330	  16.84	  -72.75	  -49.43	  1.03	 0.543	 0.62
  3326	 7.59	 10.59672229	  4.16667497	  16.16	   30.60	  -42.02	  1.19	 0.515	 0.59
  3330	 5.38	 10.61790472	-65.46813002	  24.59	   54.11	   41.12	  0.51	 0.515	 0.59
  3337	 9.10	 10.63870224	-54.11961581	  24.04	  -71.72	 -160.60	  5.66	 0.772	 0.81
  3340	 8.45	 10.64564110	-54.11737187	  30.82	  -65.24	 -166.84	  5.80	 0.848	 0.86
  3342	 8.87	 10.65022626	-16.70327800	  18.19	   -4.05	   26.39	  1.45	 0.702	 0.76
  3352	 5.99	 10.67349903	-60.26268184	  13.73	  263.68	  -51.74	  0.58	 1.318	 1.25
  3361	10.32	 10.69966079	 12.81161830	  14.62	  193.17	  -76.89	  2.40	 0.824	 0.85
  3362	10.37	 10.70025783	 35.54860264	  42.03	  264.99	   74.49	  1.98	 1.460	 1.74
  3369	 6.63	 10.71149682	 -9.92163939	  24.48	  -26.97	  -21.33	  0.91	 0.529	 0.60
  3391	 7.88	 10.80233084	-37.98235299	  22.70	   50.46	 -114.46	  0.99	 0.716	 0.76
  3405	 4.36	 10.83851683	-57.46309763	  13.57	   -5.16	   15.50	  0.57	 0.024	 0.02
  3406	 9.14	 10.84521440	 -9.31587562	  15.87	  325.57	   54.07	  1.31	 0.693	 0.75
  3410	 9.24	 10.85287972	 -0.89412919	  14.57	 -114.53	 -222.20	  1.33	 0.674	 0.73
  3414	 4.95	 10.86704470	 47.02463657	  18.71	  -24.52	  -37.16	  0.73	 0.170	 0.19
  3418	 8.73	 10.88750898	 33.84543280	  48.16	 -203.00	 -356.22	  1.04	 1.130	 1.22
  3419	 2.04	 10.89678452	-17.98668410	  34.04	  232.79	   32.71	  0.82	 1.019	 1.00
  3423	 9.66	 10.90417006	-24.72935674	  14.15	   92.13	   17.29	  1.66	 0.684	 0.74
  3434	 7.63	 10.95296967	-37.47278427	  13.46	  -10.21	  -13.75	  1.61	 0.491	 0.56
  3436	 6.01	 10.95870230	-12.01130744	  18.76	   -0.84	 -207.83	  0.92	 1.107	 1.00
  3455	 4.77	 11.04752272	-10.60927365	  15.54	   -6.96	 -113.88	  0.82	 0.998	 0.98
  3470	 8.28	 11.08845455	-85.89152517	  15.37	   91.56	   -4.20	  0.66	 0.571	 0.64
  3479	 7.78	 11.11019153	-26.51604473	  30.58	  313.52	  150.00	  1.08	 0.664	 0.73
  3483	 7.58	 11.11516413	-13.41574666	  13.76	   74.10	  -28.91	  1.03	 0.516	 0.59
  3497	 6.55	 11.16268466	-65.64771794	  45.76	  157.92	 -742.38	  0.56	 0.655	 0.72
  3505	 5.22	 11.18515547	-22.00633247	  35.92	  -66.07	   81.15	  0.69	 0.350	 0.42
  3509	 6.90	 11.19905823	 67.15832122	  21.80	  217.29	  -57.56	  0.62	 0.492	 0.56
  3512	 9.36	 11.20782010	 56.41491061	  16.65	 -156.91	  -95.43	  1.29	 0.835	 0.85
  3521	 5.94	 11.23801546	-42.67632489	  15.01	  -89.06	  -96.11	  0.71	 0.297	 0.34
  3527	 6.15	 11.24883557	-53.71490037	  22.09	  223.40	    2.20	  0.65	 0.524	 0.60
  3533	 7.19	 11.26559075	 75.93802855	  26.87	  389.21	  -94.67	  0.63	 0.760	 0.80
  3535	 8.03	 11.27051240	  1.78691411	  45.43	  -49.04	 -573.07	  0.95	 0.983	 1.02
  3540	 7.01	 11.29502236	  0.25340728	  24.27	  263.71	  -52.28	  0.88	 0.537	 0.61
  3550	 9.82	 11.33674982	 14.36305586	  13.36	  265.19	  -56.46	  4.47	 0.760	 0.80
  3551	 9.93	 11.34030450	 16.98439472	  20.12	  179.82	  -63.91	  1.64	 0.960	 1.01
  3553	 9.25	 11.36099989	-46.54893717	  13.63	  -43.50	   19.02	  1.26	 0.666	 0.73
  3559	 6.15	 11.36961318	-12.88030968	  31.39	  -32.25	 -205.68	  1.03	 0.603	 0.67
  3578	 7.88	 11.42468671	-48.30116131	  25.89	  -67.28	  -40.65	  1.06	 0.677	 0.74
  3579	 9.74	 11.42912919	-67.87477429	  19.99	  -67.71	  -15.38	  1.06	 0.905	 0.95
  3583	 5.80	 11.43930832	-47.55217573	  66.92	  183.96	   78.36	  0.73	 0.635	 0.72
  3587	 7.54	 11.44840072	 66.49284151	  23.10	    2.92	  -57.25	  0.78	 0.545	 0.62
  3588	 7.89	 11.45019784	-41.90900883	  62.41	  301.59	  -80.66	  1.60	 1.251	 1.42
  3589	 7.63	 11.46162953	 54.97801339	  20.56	   95.62	  -76.91	  1.69	 0.517	 0.59
  3597	 7.57	 11.51320210	 40.80905639	  16.37	   87.66	  -60.06	  0.97	 0.497	 0.57
  3603	 8.65	 11.53225819	-44.10366036	  15.80	  238.18	  -38.64	  1.16	 0.637	 0.70
  3617	 7.15	 11.60149417	 30.94279923	  14.10	  -20.18	  -64.85	  0.90	 0.964	 0.95
  3629	 9.14	 11.62976403	-28.55365360	  14.22	  -90.84	  -44.58	  1.27	 0.651	 0.71
  3633	 9.92	 11.64135157	 14.32558918	  21.51	  203.99	  -56.23	  1.44	 0.814	 0.85
  3641	 6.39	 11.65929285	 69.32537127	  24.65	  166.87	   15.31	  0.59	 0.424	 0.49
  3643	 8.63	 11.66149212	-36.03341734	  17.20	  -34.16	  -84.36	  0.99	 0.569	 0.64
  3645	 7.57	 11.66882280	 -4.42640522	  35.74	   38.80	 -270.16	  2.71	 0.822	 0.86
  3669	 9.74	 11.73612983	 43.64718619	  15.71	   -1.64	 -296.68	  2.20	 0.843	 0.86
  3693	 4.08	 11.83495908	 24.26737703	  17.98	 -101.23	  -81.89	  0.83	 1.100	 1.06
  3704	 7.85	 11.87869685	-36.93934176	  19.99	 -182.57	 -350.64	  0.94	 0.539	 0.61
  3716	 9.19	 11.92492045	-82.50749500	  13.96	 -153.59	 -153.70	  1.38	 0.666	 0.73
  3730	 6.51	 11.97803517	 20.92531069	  17.41	  160.09	   14.46	  0.87	 0.521	 0.59
  3745	 8.89	 12.01491791	-25.07904214	  16.87	  186.17	  -46.29	  1.39	 0.774	 0.82
  3750	 5.86	 12.03698124	 72.67445774	  14.65	  133.71	    9.87	  1.35	 1.010	 0.99
  3765	 5.74	 12.09388786	  5.28338873	 134.04	  758.04	-1141.22	  0.86	 0.890	 0.97
  3773	 9.56	 12.12318298	-18.66336118	  14.86	  -30.47	  -33.85	  1.38	 0.660	 0.72
  3781	 5.09	 12.14632729	-74.92335356	  15.94	  133.21	  -34.59	  0.48	 1.345	 1.34
  3788	 6.78	 12.17172583	-28.49529780	  15.91	   85.66	  -54.88	  0.98	 0.348	 0.40
  3795	 7.60	 12.18675807	 18.68565151	  16.28	  -14.23	  -48.50	  1.21	 0.614	 0.68
  3810	 5.07	 12.24462380	 16.94113370	  41.80	   -2.33	 -201.57	  0.75	 0.502	 0.57
  3821	 3.46	 12.27125262	 57.81654770	 167.99	 1087.11	 -559.65	  0.62	 0.587	 0.66
  3832	 7.56	 12.29936838	-53.77407890	  19.48	  -69.63	  -39.21	  0.76	 0.505	 0.58
  3834	 5.90	 12.30791020	-24.13652681	  17.70	   77.47	  -59.62	  0.99	 0.944	 0.93
  3850	 7.15	 12.36015525	-23.21277388	  53.09	  516.74	  119.52	  1.02	 0.769	 0.82
  3857	 7.78	 12.38642207	 44.05939726	  14.85	  -69.67	  -68.55	  1.32	 0.594	 0.66
  3859	 8.02	 12.39023026	 38.20496538	  18.65	   91.70	   10.97	  1.04	 0.571	 0.64
  3860	10.42	 12.39207268	 67.95272431	  16.59	  236.13	  -29.48	  1.54	 1.023	 1.07
  3870	 9.79	 12.42242062	-18.68197027	  14.23	  167.94	 -270.83	  1.53	 0.733	 0.78
  3876	 7.75	 12.44099553	 70.44899713	  46.47	  370.41	  201.47	  0.70	 0.900	 0.94
  3879	 9.50	 12.45094373	-54.59336435	  35.95	   88.34	   55.11	  1.22	 1.157	 1.26
  3890	 9.06	 12.48023049	 26.92295460	  19.50	  173.95	    1.69	  1.08	 0.734	 0.78
  3909	 5.17	 12.53218487	-10.64377045	  64.69	 -224.67	 -228.44	  1.03	 0.514	 0.59
  3911	 7.94	 12.53815505	-83.74397170	  16.94	  138.83	   29.90	  0.61	 0.522	 0.59
  3913	10.41	 12.56074991	-31.33255899	  14.41	  248.41	  -86.30	  1.77	 0.959	 1.01
  3924	 7.98	 12.60079553	-64.06781229	  18.41	   89.05	   11.79	  0.79	 0.562	 0.64
  3930	10.15	 12.61379631	 59.50273074	  21.34	  161.26	 -161.14	  1.66	 0.909	 0.91
  3961	 6.86	 12.71847773	-71.15152645	  25.74	  -12.77	   38.31	  0.62	 0.447	 0.52
  3965	 6.38	 12.73860936	 51.50803371	  15.00	  137.97	   -0.49	  0.72	 0.307	 0.35
  3979	 6.98	 12.79456039	 -5.03898875	  45.27	  262.27	 -119.18	  0.97	 0.663	 0.72
  3998	 9.22	 12.84050486	 18.73990110	  45.71	   54.14	 -267.14	  1.66	 1.194	 1.32
  3999	 7.14	 12.84198032	-38.52874769	  19.09	   18.67	  -34.04	  0.92	 0.593	 0.66
  4003	 9.87	 12.85054069	-78.64368714	  16.93	  173.79	 -133.84	  1.06	 0.954	 1.00
  4005	 7.28	 12.85403677	 32.65728762	  18.78	 -101.64	  -87.59	  0.88	 0.559	 0.63
  4010	 9.71	 12.86133373	-43.59065723	  20.84	   63.78	   25.83	  1.61	 0.857	 0.90
  4016	 8.10	 12.87115851	 56.50196415	  15.96	   62.28	  -79.24	  0.94	 0.660	 0.72
  4022	 8.95	 12.89013153	-22.90939545	  65.81	  612.07	 -275.45	  1.44	 1.290	 1.49
  4024	 9.77	 12.89365663	-14.89000959	  26.54	  145.19	 -278.54	  1.51	 1.069	 1.13
  4029	10.33	 12.90363840	 11.91775144	  13.41	  176.33	  -59.57	  2.06	 1.115	 1.08
  4041	 8.45	 12.95657932	 78.62577543	  24.87	  158.60	   -5.26	  0.82	 0.780	 0.82
  4066	 9.43	 13.03228479	-13.23029503	  14.69	   84.84	  -88.07	  3.60	 0.896	 0.94
  4072	 7.13	 13.05366556	-22.61675897	  18.48	 -110.92	 -204.39	  1.47	 0.530	 0.60
  4084	 6.67	 13.10213860	-69.50359643	  16.33	    3.81	  -68.87	  1.59	 0.518	 0.59
  4088	 7.56	 13.11818630	-69.50273658	  13.50	   -2.47	  -59.75	  4.60	 0.676	 0.74
  4093	 7.84	 13.13304691	-20.99605992	  14.21	  129.35	  -87.83	  1.19	 0.654	 0.72
  4103	 8.36	 13.16671383	 31.45946741	  25.86	  213.27	  -43.21	  1.16	 0.707	 0.76
  4120	 8.50	 13.19559715	  9.80358075	  23.39	  -32.77	  -49.48	  2.04	 0.400	 0.78
  4127	 6.76	 13.21592800	 40.24544245	  23.82	  -91.08	   52.37	  0.87	 0.595	 0.67
  4131	 8.21	 13.22509998	 -0.38128772	  13.70	  -26.44	  -23.23	  0.97	 0.624	 0.69
  4137	10.01	 13.23192406	 -8.92496865	  14.19	  -98.60	 -234.96	  1.79	 0.757	 0.80
  4144	 7.76	 13.24718195	 39.04300372	  19.44	   60.93	  153.11	  0.94	 0.576	 0.65
  4148	 7.15	 13.25298157	-30.35699137	  71.01	  620.50	   31.31	  0.78	 0.936	 1.00
  4151	 4.80	 13.26783051	 61.12355735	  53.85	  -68.45	  169.72	  0.60	 0.540	 0.61
  4164	 6.44	 13.30164021	-24.77697293	  13.43	  104.49	   39.95	  1.02	 0.439	 0.51
  4166	 9.53	 13.30840777	 19.14682051	  14.96	  261.21	  -66.90	  1.68	 0.800	 0.84
  4194	 8.92	 13.39519100	-22.20333385	  21.15	  212.68	  -99.55	  1.37	 0.722	 0.77
  4195	 8.69	 13.39727512	-24.02956237	  17.16	  160.68	 -241.99	  1.20	 0.642	 0.71
  4205	 7.19	 13.41815926	 43.36370529	  22.41	  282.48	 -129.39	  1.63	 0.622	 0.69
  4242	 8.94	 13.53785717	-18.03190991	  14.46	  132.64	 -100.34	  1.25	 0.816	 0.86
  4253	 9.24	 13.56209382	 51.13675384	  14.65	   64.41	  -53.81	  4.00	 0.846	 0.86
  4288	 5.46	 13.74174956	 23.62844595	  25.69	  137.06	  -45.58	  1.29	 1.012	 0.99
  4290	 7.41	 13.74745006	 24.10070725	  33.92	 -184.14	 -179.70	  0.91	 0.652	 0.72
  4291	 6.68	 13.74796307	-74.30263442	  20.41	  125.74	  114.51	  0.58	 0.987	 1.00
  4293	 5.45	 13.75124739	-69.52697888	  15.52	    7.92	  -43.35	  0.52	 1.095	 1.05
  4308	 9.09	 13.79690185	 -5.43522753	  13.39	  179.79	  -72.80	  1.48	 0.625	 0.69
  4310	 7.92	 13.79943524	-16.97108089	  20.24	 -130.36	 -196.70	  1.19	 0.991	 1.03
  4311	 6.73	 13.79982952	-47.40553270	  18.77	  -80.48	 -177.97	  0.96	 0.500	 0.57
  4353	 9.42	 13.95413097	-29.67637996	  32.77	  394.49	  174.42	  1.71	 1.163	 1.27
  4376	 8.18	 14.01561251	-20.70197212	  16.72	  -42.24	   21.49	  1.10	 0.530	 0.60
  4385	 7.74	 14.05463596	 -7.57709226	  14.27	  156.88	  -81.42	  1.06	 0.470	 0.54
  4387	 8.67	 14.05604418	 15.65625615	  14.31	   44.57	  -36.22	  1.28	 0.630	 0.70
  4393	 7.53	 14.07155640	 52.49123259	  24.39	  202.53	    1.74	  0.87	 0.667	 0.73
  4394	10.10	 14.08013332	-65.44535008	  20.42	  257.74	 -223.46	  1.21	 0.942	 0.99
  4395	 7.17	 14.08678605	-63.95878686	  22.34	  316.15	  165.78	  0.65	 0.808	 0.83
  4417	 9.93	 14.15075912	-24.03799814	  16.15	 -107.76	 -116.95	  1.64	 0.851	 0.89
  4418	10.14	 14.15319545	-18.86485874	  19.00	  183.43	  -58.77	  1.74	 0.967	 1.01
  4420	 8.88	 14.15730291	-23.65660194	  13.81	   25.46	   89.22	  1.21	 0.568	 0.64
  4422	 4.62	 14.16671042	 59.18116582	  15.84	  -92.56	  -45.33	  0.58	 0.957	 1.01
  4423	 8.36	 14.16732517	 17.95993365	  14.75	   96.71	  -38.10	  1.33	 0.631	 0.70
  4436	 3.86	 14.18790699	 38.49925513	  23.93	  152.78	   36.82	  1.22	 0.130	 0.14
  4446	 6.39	 14.22912074	 68.77574214	  16.73	   97.59	  -35.05	  0.65	 0.375	 0.44
  4448	 8.99	 14.23075943	-51.87554417	  22.95	   97.90	   11.31	  2.16	 1.020	 1.07
  4454	 9.12	 14.26352093	 69.04402238	  41.45	  715.26	 -234.39	  1.01	 1.025	 1.07
  4463	 4.40	 14.30178237	 23.41775997	  13.44	  -43.72	  -46.06	  0.75	 0.940	 0.94
  4471	 8.47	 14.32547081	 25.29256908	  16.66	  176.86	   17.10	  1.07	 0.581	 0.65
  4473	 9.50	 14.32691388	-62.24590709	  51.66	 1028.33	  127.79	  1.07	 1.299	 1.51
