

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.


queryDateTime:2007-11-21T06:10:20PST



Main Information Table for ABELL 0085



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|pos_ra_equ|pos_dec_equ|Object Type|Velocity|Redshift|Redshift_flag|DistanceArcmin|Number of References|Number of Notes|Number of Photometry Data Points|Number of Position Data Points|Number of Redshift Data Points|Number of Diameter Data Points|Number of Associations
1482|SDSS J004111.12-095529.5| 10.29637 |  -9.92491 |G| 17000| 0.056706 |    ||4|0|21|2|1|4|0
1483|SDSS J004111.24-085016.1| 10.29667 |  -8.83775 |G| 16705| 0.055721 |    ||6|0|21|3|2|4|0
1484|ABELL 0085:[SDG98] 1450| 10.29675 |  -9.64789 |G|||||1|0|0|0|0|0|0
1485|APMUKS(BJ) B003839.51-100845.5| 10.29679 |  -9.87174 |G| 17752| 0.059214 |    ||4|0|1|1|0|0|0
1486|APMUKS(BJ) B003839.59-102342.3| 10.29692 | -10.12094 |G|||||1|0|1|1|0|0|0
1487|APMUKS(BJ) B003839.68-101254.3| 10.29742 |  -9.94089 |G|||||1|0|1|1|0|0|0
1488|LEDA 093173| 10.29833 |  -9.17139 |G| 16789| 0.056002 |    ||6|0|0|1|1|0|2
1489|APMUKS(BJ) B003839.72-090836.9| 10.29846 |  -8.86931 |G|||||1|0|1|1|0|0|0
1490|2MASX J00411169-0910174| 10.29861 |  -9.17144 |G| 16155| 0.053887 |    ||5|0|30|1|2|6|2
1491|ABELL 0085:[SDG98] A004| 10.29967 |  -9.30242 |G|||||1|0|0|0|0|0|0
1492|APMUKS(BJ) B003840.41-101544.1| 10.30038 |  -9.98794 |G|||||1|0|1|1|0|0|0
1493|APMUKS(BJ) B003840.54-102951.0| 10.30087 | -10.22342 |G|||||1|0|1|1|0|0|0
1494|2MASX J00411223-0910104| 10.30092 |  -9.16953 |G| 16779| 0.055969 |    ||6|0|30|1|2|6|3
1495|SDSS J004112.32-092035.5| 10.30142 |  -9.34321 |G| 16790| 0.056006 |    ||6|0|22|2|1|4|0
1496|ABELL 0085:[SDG98] A006| 10.30146 |  -9.36389 |G|||||1|0|0|0|0|0|0
1497|APMUKS(BJ) B003840.51-083456.4| 10.30221 |  -8.30811 |G|||||1|0|1|1|0|0|0
1498|ABELL 0085:[SDG98] 1460| 10.30250 |  -9.45092 |G|||||1|0|0|0|0|0|0
1499|ABELL 0085:[SDG98] A007| 10.30288 |  -9.38525 |G|||||1|0|0|0|0|0|0
1500|2MASX J00411284-0932034| 10.30312 |  -9.53443 |G| 17139| 0.057169 |    ||10|0|32|3|3|6|0
1501|2MASX J00411290-0909004| 10.30346 |  -9.15026 |G| 15932| 0.053145 |    ||10|0|31|3|4|6|0
1502|ABELL 0085:[SDG98] 1462| 10.30350 |  -9.42911 |G|||||1|0|0|0|0|0|0
1503|ABELL 0085:[SDG98] 1464| 10.30379 |  -9.49094 |G|||||1|0|0|0|0|0|0
1504|SDSS J004112.93-090217.3| 10.30389 |  -9.03815 |G| 16533| 0.055148 |    ||6|0|21|3|2|4|1
1505|APMUKS(BJ) B003840.97-083502.8| 10.30417 |  -8.30997 |G|||||1|0|1|1|0|0|0
1506|ABELL 0085:[SDG98] A008| 10.30467 |  -9.33239 |G|||||1|0|0|0|0|0|0
1507|APMUKS(BJ) B003841.44-101519.4| 10.30475 |  -9.98119 |G|||||1|0|1|1|0|0|0
1508|ABELL 0085:[SDG98] A009| 10.30475 |  -9.37667 |G|||||1|0|0|0|0|0|0
1509|ABELL 0085:[SDG98] 1468| 10.30554 |  -9.48917 |G|||||1|0|0|0|0|0|0
1510|SDSS J004113.35-085354.5| 10.30562 |  -8.89846 |G| 18189| 0.060671 |    ||3|0|21|2|1|4|0
1511|APMUKS(BJ) B003841.53-093621.5| 10.30562 |  -9.33175 |G| 16756| 0.055892 |    ||3|0|1|1|0|0|0
1512|ABELL 0085:[SDG98] 1471| 10.30621 |  -8.36653 |G|||||1|0|0|0|0|0|0
1513|NVSS J004113-093419| 10.30646 |  -9.56864 |G|||||3|0|1|0|0|0|0
1514|APMUKS(BJ) B003841.67-090229.5| 10.30667 |  -8.76744 |G|||||1|0|1|1|0|0|0
1515|ABELL 0085:[SDG98] 1474| 10.30675 | -10.23675 |G|||||1|0|0|0|0|0|0
1516|APMUKS(BJ) B003842.04-101005.7| 10.30721 |  -9.89405 |G| 22851| 0.076223 |    ||3|0|1|1|0|0|0
1517|ABELL 0085:[SDG98] A010| 10.30742 |  -9.29383 |G|||||1|0|0|0|0|0|0
1518|ABELL 0085:[SDG98] A011| 10.30754 |  -9.31153 |G|||||1|0|0|0|0|0|0
1519|2MASX J00411379-0952314| 10.30758 |  -9.87544 |G| 28211| 0.094102 |    ||3|0|30|2|2|6|0
1520|APMUKS(BJ) B003842.14-101719.5| 10.30767 | -10.01444 |G|||||1|0|1|1|0|0|0
1521|ABELL 0085:[SDG98] 1478| 10.30771 |  -9.64058 |G|||||1|0|0|0|0|0|0
1522|ABELL 0085:[SDG98] 1479| 10.30783 |  -9.84797 |G|||||1|0|0|0|0|0|0
1523|APMUKS(BJ) B003842.17-100055.4| 10.30787 |  -9.74103 |G|||||1|0|1|1|0|0|0
1524|ABELL 0085:[SDG98] 1481| 10.30842 |  -9.73667 |G|||||1|0|0|0|0|0|0
1525|ABELL 0085:[SDG98] A012| 10.30850 |  -9.31289 |G|||||1|0|0|0|0|0|0
1526|ABELL 0085:[SDG98] 1482| 10.30862 |  -9.49050 |G|||||1|0|0|0|0|0|0
1527|APMUKS(BJ) B003842.26-093508.0| 10.30879 |  -9.31131 |G| 16293| 0.054347 |    ||2|0|1|1|0|0|0
1528|ABELL 0085:[SDG98] 1484| 10.30896 |  -9.75061 |G|||||1|0|0|0|0|0|0
1529|ABELL 0085:[SDG98] A013| 10.30900 |  -9.37417 |G|||||1|0|0|0|0|0|0
1530|ABELL 0085:[SDG98] A014| 10.30921 |  -9.28733 |G|||||1|0|0|0|0|0|0
1531|SDSS J004114.23-085554.4| 10.30936 |  -8.93179 |G| 15157| 0.050558 |    ||9|0|21|3|3|4|0
1532|ABELL 0085:[SPS89] 20ii| 10.30960 |  -9.21924 |G|||||2|0|0|0|0|0|0
1533|APMUKS(BJ) B003842.59-094453.1| 10.30996 |  -9.47372 |G|||||1|0|1|1|0|0|0
1534|ABELL 0085:[SDG98] 1487| 10.31162 |  -9.60869 |G|||||1|0|0|0|0|0|0
1535|ABELL 0085:[SDG98] 1488| 10.31171 |  -9.69422 |G|||||1|0|0|0|0|0|0
1536|[SRA96] 003843.00-095040.4| 10.31192 |  -9.57028 |G|||||2|0|0|0|0|0|0
1537|ABELL 0085:[SDG98] 1490| 10.31212 |  -8.96653 |G|||||1|0|0|0|0|0|0
1538|ABELL 0085:[SDG98] 1491| 10.31217 |  -9.69042 |G|||||1|0|0|0|0|0|0
1539|APMUKS(BJ) B003843.00-085021.6| 10.31233 |  -8.56519 |G|||||1|0|1|1|0|0|0
1540|ABELL 0085:[SDG98] 1493| 10.31242 |  -8.85922 |G|||||1|0|0|0|0|0|0
1541|ABELL 0085:[SDG98] A015| 10.31242 |  -9.31531 |G|||||1|0|0|0|0|0|0
1542|APMUKS(BJ) B003843.27-095246.0| 10.31263 |  -9.60506 |G|||||1|0|1|1|0|0|0
1543|ABELL 0085:[SDG98] A016| 10.31271 |  -9.29825 |G|||||1|0|0|0|0|0|0
1544|ABELL 0085:[SDG98] A017| 10.31283 |  -9.34056 |G|||||1|0|0|0|0|0|0
1545|ABELL 0085:[SDG98] 1495| 10.31296 |  -9.95211 |G|||||1|0|0|0|0|0|0
1546|APMUKS(BJ) B003843.35-092525.1| 10.31329 |  -9.14939 |G|||||1|0|1|1|0|0|0
1547|ABELL 0085:[SDG98] 1497| 10.31342 | -10.22578 |G|||||1|0|0|0|0|0|0
1548|APMUKS(BJ) B003843.40-093651.2| 10.31367 |  -9.33994 |G|||||1|0|1|1|0|0|0
1549|APMUKS(BJ) B003843.62-095802.5| 10.31396 |  -9.69300 |G|||||1|0|1|1|0|0|0
1550|ABELL 0085:[SDG98] A018| 10.31421 |  -9.37175 |G|||||1|0|0|0|0|0|0
1551|ABELL 0085:[SDG98] 1500| 10.31454 |  -9.39814 |G|||||1|0|0|0|0|0|0
1552|APMUKS(BJ) B003843.75-095544.4| 10.31467 |  -9.65464 |G|||||1|0|1|1|0|0|0
1553|ABELL 0085:[SDG98] 1502| 10.31537 |  -9.64156 |G|||||1|0|0|0|0|0|0
1554|ABELL 0085:[SDG98] 1503| 10.31542 |  -9.91581 |G|||||1|0|0|0|0|0|0
1555|APMUKS(BJ) B003843.96-094530.8| 10.31563 |  -9.48428 |G|||||1|0|1|1|0|0|0
1556|ABELL 0085:[SDG98] 1505| 10.31612 |  -9.45936 |G|||||1|0|0|0|0|0|0
1557|ABELL 0085:[SDG98] 1506| 10.31692 |  -9.53511 |G|||||1|0|0|0|0|0|0
1558|APMUKS(BJ) B003844.41-102610.8| 10.31700 | -10.16217 |G|||||1|0|1|1|0|0|0
1559|ABELL 0085:[SDG98] A019| 10.31762 |  -9.34358 |G|||||1|0|0|0|0|0|0
1560|APMUKS(BJ) B003844.60-101146.9| 10.31792 |  -9.92219 |G|||||1|0|1|1|0|0|0
1561|ABELL 0085:[SDG98] 1509| 10.31813 |  -9.58450 |G|||||1|0|0|0|0|0|0
1562|ABELL 0085:[SDG98] A020| 10.31825 |  -9.33542 |G|||||1|0|0|0|0|0|0
1563|ABELL 0085:[SDG98] A021| 10.31846 |  -9.28733 |G|||||1|0|0|0|0|0|0
1564|ABELL 0085:[SDG98] A022| 10.31888 |  -9.32767 |G|||||1|0|0|0|0|0|0
1565|ABELL 0085:[SDG98] A023| 10.31921 |  -9.34872 |G|||||1|0|0|0|0|0|0
1566|ABELL 0085:[SDG98] A024| 10.31929 |  -9.33364 |G|||||1|0|0|0|0|0|0
1567|ABELL 0085:[SDG98] A025| 10.31950 |  -9.32608 |G|||||1|0|0|0|0|0|0
1568|ABELL 0085:[SDG98] 1510| 10.31987 |  -9.34792 |G|||||1|0|0|0|0|0|0
1569|ABELL 0085:[SDG98] 1511| 10.32004 |  -9.43814 |G|||||1|0|0|0|0|0|0
1570|ABELL 0085:[SDG98] 1512| 10.32025 |  -9.33317 |G|||||1|0|0|0|0|0|0
1571|APMUKS(BJ) B003845.04-093605.0| 10.32033 |  -9.32722 |G| 14870| 0.049601 |    ||3|0|1|1|0|0|0
1572|ABELL 0085:[SDG98] A026| 10.32038 |  -9.31961 |G|||||1|0|0|0|0|0|0
1573|ABELL 0085:[SDG98] 1514| 10.32046 |  -9.40117 |G|||||1|0|0|0|0|0|0
1574|ABELL 0085:[SDG98] A027| 10.32058 |  -9.28828 |G|||||1|0|0|0|0|0|0
1575|ABELL 0085:[SDG98] A028| 10.32092 |  -9.34139 |G|||||1|0|0|0|0|0|0
1576|ABELL 0085:[SDG98] A029| 10.32113 |  -9.36933 |G|||||1|0|0|0|0|0|0
1577|ABELL 0085:[SDG98] 1515| 10.32150 |  -9.91044 |G|||||1|0|0|0|0|0|0
1578|APMUKS(BJ) B003845.34-093832.8| 10.32150 |  -9.36822 |G| 16715| 0.055755 |    ||4|0|1|1|0|0|0
1579|ABELL 0085:[SDG98] 1517| 10.32158 |  -9.28842 |G|||||1|0|0|0|0|0|0
1580|ABELL 0085:[SDG98] 1518| 10.32212 |  -8.32408 |G|||||1|0|0|0|0|0|0
1581|ABELL 0085:[SDG98] A030| 10.32250 |  -9.31856 |G|||||1|0|0|0|0|0|0
1582|ABELL 0085:[SDG98] 1519| 10.32267 |  -9.25128 |G|||||1|0|0|0|0|0|0
1583|ABELL 0085:[SDG98] A031| 10.32271 |  -9.36033 |G|||||1|0|0|0|0|0|0
1584|ABELL 0085:[SDG98] 1520| 10.32321 |  -8.76733 |G|||||1|0|0|0|0|0|0
1585|APMUKS(BJ) B003845.85-100703.2| 10.32338 |  -9.84333 |G|||||1|0|1|1|0|0|0
1586|ABELL 0085:[SDG98] 1522| 10.32338 |  -9.35947 |G|||||1|0|0|0|0|0|0
1587|ABELL 0085:[SDG98] A032| 10.32387 |  -9.34044 |G|||||1|0|0|0|0|0|0
1588|ABELL 0085:[SDG98] 1523| 10.32421 |  -9.45175 |G|||||1|0|0|0|0|0|0
1589|ABELL 0085:[SDG98] 1524| 10.32437 |  -9.44003 |G|||||1|0|0|0|0|0|0
1590|ABELL 0085:[DFL98] 140| 10.32437 |  -8.99672 |G| 38846| 0.129576 |    ||2|0|0|0|0|0|0
1591|ABELL 0085:[SDG98] 1525| 10.32442 |  -9.33983 |G|||||1|0|0|0|0|0|0
1592|SDSS J004117.89-095807.3| 10.32471 |  -9.96866 |G| 16037| 0.053495 |    ||5|0|22|2|2|4|0
1593|ABELL 0085:[SDG98] 1528| 10.32471 |  -9.53172 |G|||||1|0|0|0|0|0|0
1594|ABELL 0085:[SDG98] A033| 10.32483 |  -9.32075 |G|||||1|0|0|0|0|0|0
1595|ABELL 0085:[SDG98] 1529| 10.32504 |  -8.52536 |G|||||1|0|0|0|0|0|0
1596|ABELL 0085:[SDG98] 1530| 10.32517 |  -8.99522 |G|||||1|0|0|0|0|0|0
1597|APMUKS(BJ) B003846.40-095308.1| 10.32567 |  -9.61125 |G| 46457| 0.154964 |    ||2|0|1|1|0|0|0
1598|ABELL 0085:[SDG98] 1532| 10.32571 |  -8.77686 |G|||||1|0|0|0|0|0|0
1599|APMUKS(BJ) B003846.47-100717.8| 10.32571 |  -9.84736 |G|||||1|0|1|1|0|0|0
1600|ABELL 0085:[SDG98] 1534| 10.32629 |  -8.39336 |G|||||1|0|0|0|0|0|0
1601|SDSS J004118.34-094620.6| 10.32645 |  -9.77241 |G|  8118| 0.027078 |    ||1|0|20|1|2|4|0
1602|SDSS J004118.39-092911.7| 10.32650 |  -9.48667 |G| 17404| 0.058054 |    ||10|0|22|3|3|4|0
1603|SDSS J004118.34-084514.9| 10.32650 |  -8.75413 |G| 16976| 0.056625 |    ||3|0|22|2|1|4|0
1604|ABELL 0085:[SDG98] A034| 10.32675 |  -9.33928 |G|||||1|0|0|0|0|0|0
1605|SDSS J004118.50-090438.6| 10.32683 |  -9.07750 |G| 17947| 0.059866 |    ||7|0|21|3|2|4|0
1606|ABELL 0085:[SDG98] A035| 10.32704 |  -9.33447 |G|||||1|0|0|0|0|0|0
1607|APMUKS(BJ) B003846.80-091804.6| 10.32779 |  -9.02717 |G|||||1|0|1|1|0|0|0
1608|APMUKS(BJ) B003847.02-101002.8| 10.32808 |  -9.89328 |G|||||1|0|1|1|0|0|0
1609|ABELL 0085:[SDG98] 1540| 10.32854 |  -9.13078 |G|||||1|0|0|0|0|0|0
1610|ABELL 0085:[SDG98] 1541| 10.32871 |  -8.76111 |G|||||1|0|0|0|0|0|0
1611|SDSS J004119.00-092323.5| 10.32892 |  -9.38994 |G| 14935| 0.049819 |    ||3|0|21|2|2|4|0
1612|APMUKS(BJ) B003847.09-092816.6| 10.32896 |  -9.19711 |G| 14120| 0.047099 |    ||5|0|1|1|0|0|0
1613|SDSS J004119.03-093423.8| 10.32932 |  -9.57331 |G| 17483| 0.058316 |    ||10|0|22|3|4|4|0
1614|ABELL 0085:[SDG98] A036| 10.32971 |  -9.30631 |G|||||1|0|0|0|0|0|0
1615|ABELL 0085:[SDG98] 1545| 10.33025 |  -8.37378 |G|||||1|0|0|0|0|0|0
1616|ABELL 0085:[SDG98] 1546| 10.33029 |  -9.09953 |G|||||1|0|0|0|0|0|0
1617|ABELL 0085:[SDG98] 1547| 10.33046 |  -9.23558 |G|||||1|0|0|0|0|0|0
1618|ABELL 0085:[SDG98] 1548| 10.33058 |  -9.30619 |G|||||1|0|0|0|0|0|0
1619|ABELL 0085:[SDG98] A037| 10.33100 |  -9.28631 |G|||||1|0|0|0|0|0|0
1620|ABELL 0085:[SDG98] A038| 10.33108 |  -9.35825 |G|||||1|0|0|0|0|0|0
1621|2MASX J00411959-0925084| 10.33113 |  -9.41917 |G| 16403| 0.054715 |    ||13|0|31|3|4|6|0
1622|ABELL 0085:[SDG98] 1549| 10.33125 | -10.26942 |G|||||1|0|0|0|0|0|0
1623|ABELL 0085:[SDG98] 1550| 10.33137 |  -8.99053 |G|||||1|0|0|0|0|0|0
1624|ABELL 0085:[SDG98] 1552| 10.33154 |  -9.51725 |G|||||1|0|0|0|0|0|0
1625|SDSS J004119.66-091443.3| 10.33183 |  -9.24538 |G| 15330| 0.051135 |    ||5|0|21|2|3|4|0
1626|ABELL 0085:[SDG98] 1554| 10.33192 |  -9.50928 |G|||||1|0|0|0|0|0|0
1627|ABELL 0085:[SDG98] 1555| 10.33217 |  -9.00544 |G|||||1|0|0|0|0|0|0
1628|APMUKS(BJ) B003847.98-093954.6| 10.33238 |  -9.39084 |G| 14681| 0.048970 |    ||10|0|1|2|1|0|0
1629|ABELL 0085:[SDG98] 1557| 10.33304 |  -9.81647 |G|||||1|0|0|0|0|0|0
1630|ABELL 0085:[SPS89] 21i| 10.33353 |  -9.32362 |RadioS|||||2|0|0|0|0|0|0
1631|ABELL 0085:[SDG98] 1558| 10.33358 |  -9.42097 |G|||||1|0|0|0|0|0|0
1632|ABELL 0085:[SDG98] 1559| 10.33362 |  -9.54528 |G|||||1|0|0|0|0|0|0
1633|ABELL 0085:[SDG98] 1560| 10.33383 |  -9.27775 |G|||||1|0|0|0|0|0|0
1634|ABELL 0085:[SDG98] A039| 10.33479 |  -9.31175 |G|||||1|0|0|0|0|0|0
1635|APMUKS(BJ) B003848.70-101629.2| 10.33508 | -10.00058 |G|||||1|0|1|1|0|0|0
1636|ABELL 0085:[SDG98] 1562| 10.33525 |  -9.34278 |G|||||1|0|0|0|0|0|0
1637|ABELL 0085:[SDG98] 1563| 10.33550 | -10.13864 |G|||||1|0|0|0|0|0|0
1638|ABELL 0085:[SPS89] 21ii| 10.33561 |  -9.18176 |RadioS|||||2|0|0|0|0|0|0
1639|ABELL 0085:[SDG98] 1564| 10.33575 | -10.16603 |G|||||1|0|0|0|0|0|0
1640|ABELL 0085:[SDG98] 1565| 10.33600 |  -9.42292 |G|||||1|0|0|0|0|0|0
1641|ABELL 0085:[SDG98] 1566| 10.33604 |  -9.50194 |G|||||1|0|0|0|0|0|0
1642|ABELL 0085:[SDG98] A040| 10.33683 |  -9.31739 |G|||||1|0|0|0|0|0|0
1643|ABELL 0085:[SDG98] A041| 10.33704 |  -9.31281 |G|||||1|0|0|0|0|0|0
1644|ABELL 0085:[SDG98] A042| 10.33725 |  -9.29519 |G|||||1|0|0|0|0|0|0
1645|APMUKS(BJ) B003849.37-102524.8| 10.33762 | -10.14931 |G|||||1|0|1|1|0|0|0
1646|ABELL 0085:[SDG98] 1568| 10.33796 |  -9.44636 |G|||||1|0|0|0|0|0|0
1647|ABELL 0085:[SDG98] A043| 10.33808 |  -9.38631 |G|||||1|0|0|0|0|0|0
1648|ABELL 0085:[SDG98] 1569| 10.33808 |  -9.29542 |G|||||1|0|0|0|0|0|0
1649|ABELL 0085:[SDG98] 1570| 10.33812 |  -8.62244 |G|||||1|0|0|0|0|0|0
1650|APMUKS(BJ) B003849.37-093933.7| 10.33821 |  -9.38511 |G|||||1|0|1|1|0|0|0
1651|APMUKS(BJ) B003849.68-103116.2| 10.33887 | -10.24694 |G|||||1|0|1|1|0|0|0
1652|ABELL 0085:[SDG98] A044| 10.33896 |  -9.34483 |G|||||1|0|0|0|0|0|0
1653|SDSS J004121.31-084330.3| 10.33900 |  -8.72511 |G| 16050| 0.053537 |    ||5|0|21|2|2|4|0
1654|APMUKS(BJ) B003849.55-092539.3| 10.33917 |  -9.15331 |G|||||1|0|1|1|0|0|0
1655|ABELL 0085:[SPS89] 22| 10.33945 |  -9.60099 |RadioS|||||2|0|0|0|0|0|0
1656|ABELL 0085:[SDG98] 1575| 10.33950 |  -9.84006 |G|||||1|0|0|0|0|0|0
1657|ABELL 0085:[SDG98] A045| 10.33958 |  -9.36003 |G|||||1|0|0|0|0|0|0
1658|ABELL 0085:[SDG98] 1576| 10.33971 |  -9.35917 |G|||||1|0|0|0|0|0|0
1659|ABELL 0085:[SDG98] 1577| 10.33979 |  -9.03131 |G|||||1|0|0|0|0|0|0
1660|ABELL 0085:[SDG98] A047| 10.34013 |  -9.32631 |G|||||1|0|0|0|0|0|0
1661|ABELL 0085:[SDG98] 1578| 10.34050 |  -9.32606 |G|||||1|0|0|0|0|0|0
1662|SDSS J004121.74-091943.0| 10.34058 |  -9.32864 |G| 16248| 0.054197 |    ||9|0|22|2|2|4|0
1663|ABELL 0085:[SDG98] A048| 10.34075 |  -9.37436 |G|||||1|0|0|0|0|0|0
1664|APMUKS(BJ) B003850.08-091958.7| 10.34142 |  -9.05862 |G| 16646| 0.055525 |    ||8|0|2|2|1|0|0
1665|ABELL 0085:[SDG98] 1581| 10.34187 |  -9.43756 |G|||||1|0|0|0|0|0|0
1666|ABELL 0085:[SDG98] 1583| 10.34217 |  -9.53111 |G|||||1|0|0|0|0|0|0
1667|GIN 012| 10.34221 |  -9.87808 |G| 16264| 0.054251 |    ||10|0|10|1|1|2|0
1668|ABELL 0085:[SDG98] A049| 10.34254 |  -9.31258 |G|||||1|0|0|0|0|0|0
1669|ABELL 0085:[SDG98] A050| 10.34317 |  -9.38389 |G|||||1|0|0|0|0|0|0
1670|ABELL 0085:[SDG98] A051| 10.34350 |  -9.29142 |G|||||1|0|0|0|0|0|0
1671|ABELL 0085:[SDG98] A053| 10.34371 |  -9.33353 |G|||||1|0|0|0|0|0|0
1672|SDSS J004122.53-095501.4| 10.34388 |  -9.91716 |G| 28566| 0.095287 |    ||3|0|21|2|2|4|0
1673|APMUKS(BJ) B003850.73-093039.7| 10.34413 |  -9.23681 |G| 90925| 0.303293 |    ||2|0|1|1|0|0|0
1674|ABELL 0085:[SDG98] 1587| 10.34421 |  -9.27164 |G|||||1|0|0|0|0|0|0
1675|SDSS J004122.61-091834.5| 10.34433 |  -9.30958 |G| 17654| 0.058886 |    ||8|0|22|2|1|4|0
1676|ABELL 0085:[SDG98] A054| 10.34433 |  -9.30725 |G|||||1|0|0|0|0|0|0
1677|ABELL 0085:[SDG98] 1588| 10.34467 | -10.23889 |G|||||1|0|0|0|0|0|0
1678|ABELL 0085:[SDG98] A055| 10.34521 |  -9.34619 |G|||||1|0|0|0|0|0|0
1679|ABELL 0085:[SDG98] 1589| 10.34546 |  -9.34558 |G|||||1|0|0|0|0|0|0
1680|2MASX J00412306-0947474| 10.34592 |  -9.79649 |G| 17106| 0.057059 |    ||7|0|10|2|0|2|0
1681|ABELL 0085:[SDG98] 1591| 10.34646 |  -9.56242 |G|||||1|0|0|0|0|0|0
1682|ABELL 0085:[SDG98] A056| 10.34646 |  -9.37028 |G|||||1|0|0|0|0|0|0
1683|ABELL 0085:[SDG98] 1592| 10.34667 |  -8.62764 |G|||||1|0|0|0|0|0|0
1684|ABELL 0085:[SDG98] 1593| 10.34737 |  -9.54731 |G|||||1|0|0|0|0|0|0
1685|SDSS J004123.46-095206.5| 10.34763 |  -9.86844 |G| 16382| 0.054643 |    ||3|0|22|2|1|4|0
1686|2MASX J00412349-0846354| 10.34771 |  -8.77658 |G| 50299| 0.167781 |    ||3|0|30|2|2|6|0
1687|ABELL 0085:[SDG98] 1596| 10.34775 |  -9.53467 |G|||||1|0|0|0|0|0|0
1688|ABELL 0085:[SDG98] A057| 10.34775 |  -9.37761 |G|||||1|0|0|0|0|0|0
1689|ABELL 0085:[SDG98] 1597| 10.34842 |  -9.47178 |G|||||1|0|0|0|0|0|0
1690|ABELL 0085:[SDG98] 1598| 10.34892 | -10.02742 |G|||||1|0|0|0|0|0|0
1691|APMUKS(BJ) B003852.11-092735.4| 10.34979 |  -9.18556 |G|||||1|0|1|1|0|0|0
1692|APMUKS(BJ) B003852.18-094923.8| 10.34988 |  -9.54903 |G|||||1|0|1|1|0|0|0
1693|NVSS J004124-095639| 10.34994 |  -9.94519 |RadioS|||||2|0|1|0|0|0|0
1694|ABELL 0085:[SDG98] 1601| 10.34996 |  -9.49606 |G|||||1|0|0|0|0|0|0
1695|APMUKS(BJ) B003852.23-092954.6| 10.35033 |  -9.22422 |G|||||1|0|1|1|0|0|0
1696|APMUKS(BJ) B003852.22-090542.3| 10.35063 |  -8.82094 |G|||||1|0|1|1|0|0|0
1697|ABELL 0085:[SDG98] 1604| 10.35063 |  -9.53392 |G|||||1|0|0|0|0|0|0
1698|ABELL 0085:[SDG98] A058| 10.35092 |  -9.32097 |G|||||1|0|0|0|0|0|0
1699|APMUKS(BJ) B003852.42-092151.0| 10.35125 |  -9.08997 |G|||||1|0|1|1|0|0|0
1700|ABELL 0085:[SDG98] 1606| 10.35129 |  -9.32083 |G|||||1|0|0|0|0|0|0
1701|ABELL 0085:[SDG98] 1607| 10.35133 |  -9.43353 |G|||||1|0|0|0|0|0|0
1702|APMUKS(BJ) B003852.52-094036.7| 10.35138 |  -9.40264 |G|||||1|0|1|1|0|0|0
1703|ABELL 0085:[SDG98] A059| 10.35138 |  -9.35625 |G|||||1|0|0|0|0|0|0
1704|ABELL 0085:[SDG98] 1610| 10.35142 |  -9.93567 |G|||||1|0|0|0|0|0|0
1705|2MASX J00412436-0842023| 10.35150 |  -8.70061 |G| 16910| 0.056406 |    ||5|0|31|2|2|6|0
1706|2MASX J00412451-0900403| 10.35187 |  -9.01113 |G| 33609| 0.112107 |    ||5|0|30|3|2|6|0
1707|ABELL 0085:[SDG98] 1611| 10.35187 |  -9.56817 |G|||||1|0|0|0|0|0|0
1708|ABELL 0085:[SDG98] 1613| 10.35225 |  -9.34781 |G|||||1|0|0|0|0|0|0
1709|ABELL 0085:[SDG98] 1614| 10.35250 |  -9.73500 |G|||||1|0|0|0|0|0|0
1710|ABELL 0085:[SDG98] A060| 10.35262 |  -9.29731 |G|||||1|0|0|0|0|0|0
1711|ABELL 0085:[SDG98] A061| 10.35325 |  -9.33467 |G|||||1|0|0|0|0|0|0
1712|ABELL 0085:[SDG98] A062| 10.35358 |  -9.36997 |G|||||1|0|0|0|0|0|0
1713|SDSS J004124.86-085825.8| 10.35362 |  -8.97386 |G| 28358| 0.094592 |    ||6|0|21|3|3|4|0
1714|ABELL 0085:[SDG98] A063| 10.35371 |  -9.29519 |G|||||1|0|0|0|0|0|0
1715|ABELL 0085:[SDG98] A064| 10.35371 |  -9.36725 |G|||||1|0|0|0|0|0|0
1716|APMUKS(BJ) B003853.09-091320.1| 10.35404 |  -8.94794 |G|||||1|0|1|1|0|0|0
1717|APMUKS(BJ) B003853.55-102607.4| 10.35504 | -10.16125 |G|||||1|0|1|1|0|0|0
1718|SDSS J004125.20-094521.5| 10.35512 |  -9.75594 |G| 19615| 0.065429 |    ||2|0|21|2|2|4|0
1719|ABELL 0085:[SDG98] 1619| 10.35558 |  -9.53647 |G|||||1|0|0|0|0|0|0
1720|ABELL 0085:[SDG98] 1620| 10.35583 |  -9.67728 |G|||||1|0|0|0|0|0|0
1721|APMUKS(BJ) B003853.53-091623.4| 10.35587 |  -8.99906 |G|||||1|0|1|1|0|0|0
1722|2MASX J00412544-0946189| 10.35596 |  -9.77180 |G| 16248| 0.054196 |    ||3|0|31|2|1|6|0
1723|2MASX J00412543-1003199| 10.35605 | -10.05547 |G| 19420| 0.064779 |    ||3|0|30|2|2|6|0
1724|ABELL 0085:[SDG98] A065| 10.35613 |  -9.37469 |G|||||1|0|0|0|0|0|0
1725|ABELL 0085:[SDG98] A066| 10.35613 |  -9.35469 |G|||||1|0|0|0|0|0|0
1726|ABELL 0085:[SDG98] 1624| 10.35621 | -10.03344 |G|||||1|0|0|0|0|0|0
