PSO Pan-STARRS1    Identifier RAdeg    DECdeg     Period    PM
PSO J010.5348+41.1316  353002 10.53484 41.13158  27.010745  0.022818
PSO J010.7009+41.2992  418031 10.70087 41.29923  27.469435  1.088860
PSO J010.6544+41.1203  487385 10.65440 41.12027  27.019522  0.022401
PSO J010.7932+41.1940  512183 10.79323 41.19396  27.440884  0.016898
PSO J010.2809+41.1316  565751 10.28090 41.13160  27.898647 13.440300
PSO J011.6463+41.5343  780680 11.64626 41.53427  27.833486 14.338700
PSO J011.0725+41.6838  898612 11.07248 41.68379  27.234455  0.023790
PSO J010.9098+41.5584  961189 10.90978 41.55844  27.530875  0.011221
PSO J011.2359+41.7197 1007952 11.23591 41.71974  28.480895  0.059789
PSO J010.1038+41.6433 1296944 10.10384 41.64329  28.782208  0.016853
PSO J010.4465+41.0478 1567682 10.44646 41.04783  28.325734  0.026988
PSO J010.8751+40.8855 1702846 10.87507 40.88549  28.212988  0.015361
PSO J009.9659+40.8286 1735893 09.96591 40.82860  28.623262 13.820000
PSO J009.9110+40.9499 1896835 09.91097 40.94991  28.960323 14.107200
PSO J011.5277+41.9195 2058556 11.52766 41.91949  28.558922 13.817800
PSO J011.4768+41.9497 2071105 11.47683 41.94969  28.096858 14.786700
PSO J011.5853+42.0981 2132975 11.58534 42.09809  28.020207 14.665700
PSO J010.7932+41.9895 2320268 10.79319 41.98950  28.036734 14.589400
PSO J010.6606+42.0317 2326996 10.66056 42.03166  28.724432 15.061400
PSO J011.1457+42.2887 2554890 11.14566 42.28869  28.601563 13.791200
PSO J010.5655+42.2996 2601243 10.56553 42.29965  28.650419  0.150828
PSO J011.4509+40.6342 2676686 11.45094 40.63418  28.938775 70.537100
PSO J011.4511+40.6346 2676716 11.45114 40.63458  28.837528  0.082034
PSO J010.7206+40.6771 2771338 10.72058 40.67709  28.241383  0.020205
PSO J010.2650+40.5781 2830746 10.26503 40.57814  28.574610 13.025900
PSO J010.3246+40.6513 2859185 10.32456 40.65131  28.798980  0.035482
PSO J010.3249+40.6516 2859344 10.32494 40.65158  28.808583  0.019952
PSO J010.8398+40.2258 3150073 10.83983 40.22582  28.839683 13.521200
PSO J010.5069+41.1685  367596 10.50686 41.16850  28.206609  0.040817
PSO J010.4789+41.1734  369420 10.47892 41.17341  28.207561  0.044931
PSO J010.8312+41.3173  424035 10.83119 41.31726  28.253522  0.022650
PSO J010.7083+41.3203  425088 10.70828 41.32026  28.905173  0.023654
PSO J010.7541+41.1847  508840 10.75406 41.18466  28.720399  0.029452
PSO J010.7273+41.2366  527491 10.72727 41.23663  28.255366  0.043543
PSO J010.3954+41.1894  586442 10.39541 41.18944  28.816527  0.035677
PSO J011.3555+41.5486  784156 11.35545 41.54860  28.376592  0.007535
PSO J011.0588+41.6777  897051 11.05879 41.67767  28.443912 26.583500
PSO J011.1237+41.5232  950152 11.12370 41.52318  28.984666  0.028014
PSO J010.9503+41.5388  955065 10.95026 41.53883  28.127836  0.046554
PSO J011.3208+41.6340  983919 11.32085 41.63402  28.545763  0.029848
PSO J010.9672+41.3327  111152 10.96716 41.33271  29.587053  0.026772
PSO J010.9969+41.2609  191882 10.99694 41.26090  29.423584  0.039944
PSO J011.5144+42.0351 2108553 11.51445 42.03512  29.118742 64.440400
PSO J011.2730+41.8503 2180213 11.27300 41.85030  29.287293  0.049455
PSO J010.6655+41.8525 2291653 10.66548 41.85248  29.538577 15.444500
PSO J011.7006+42.2540 2482496 11.70060 42.25401  29.984313 14.490900
PSO J010.9772+42.2097 2540849 10.97722 42.20973  29.339125  0.013152
PSO J010.6968+42.2406 2595682 10.69680 42.24058  29.125397  9.841460
PSO J011.2775+40.6843 2702748 11.27749 40.68435  29.788587  1.489570
PSO J009.8411+40.5277 2936326 09.84107 40.52772  29.887031 14.393600
PSO J011.4169+42.6223 3020026 11.41693 42.62233  29.780090  0.420944
PSO J011.5040+42.6323 3021368 11.50402 42.63231  29.474977 14.250600
PSO J010.6149+41.4425  320660 10.61494 41.44247  29.148377  0.023506
PSO J010.6028+41.1462  358581 10.60284 41.14620  29.413432  0.023043
PSO J010.6055+41.1479  359252 10.60548 41.14788  29.851732  0.013526
PSO J010.7700+41.2782  410743 10.77000 41.27822  29.183754  0.018593
PSO J010.8797+41.2856  542504 10.87965 41.28562  29.155126  0.051277
PSO J011.4150+41.2991   72183 11.41497 41.29915  29.441441 14.237400
PSO J011.6235+41.5227  777424 11.62349 41.52274  29.979856  0.030210
PSO J010.4915+41.5040 1123930 10.49154 41.50395  30.982812  0.018769
PSO J011.0369+41.0262 1469541 11.03695 41.02621  30.142178  0.030217
PSO J011.1022+40.7634 1481656 11.10219 40.76336  30.013710 14.499500
PSO J010.4891+40.9474 1538511 10.48914 40.94739  30.644791  0.027232
PSO J010.4390+40.7795 1587311 10.43897 40.77950  30.138490  1.321800
PSO J010.4391+40.7800 1587449 10.43914 40.78001  30.070287  0.023151
PSO J010.2876+40.8112 1727354 10.28761 40.81118  30.932627  0.027431
PSO J010.3288+40.9334 1778657 10.32877 40.93343  30.754861  0.023396
PSO J010.3396+40.9789 1796255 10.33955 40.97895  30.280371  0.037646
PSO J012.2319+41.9374 1979335 12.23193 41.93741  30.629234 40.235200
PSO J011.0233+41.8613 2184515 11.02328 41.86126  30.737593  0.048218
PSO J010.1156+42.3174 2625370 10.11557 42.31738  30.920988  0.098877
PSO J010.6685+41.2760  410103 10.66855 41.27599  30.236892  0.063443
PSO J010.7396+41.3739  442360 10.73958 41.37394  30.782776  0.056507
PSO J010.8109+41.3958  449237 10.81095 41.39578  30.139543  0.031925
PSO J010.7341+41.1214  487706 10.73412 41.12143  30.353712  0.030634
PSO J010.7237+41.2031  515506 10.72372 41.20315  30.068625  0.022659
PSO J010.4036+41.1484  571708 10.40363 41.14839  30.358272  0.021617
PSO J011.2531+41.6365  984541 11.25308 41.63646  30.669094  1.078680
PSO J011.1531+41.7464 1015192 11.15308 41.74640  31.401761  1.183300
PSO J010.5632+41.5343 1129934 10.56316 41.53427  31.393822  7.477160
PSO J010.3160+41.5129 1252634 10.31601 41.51290  31.247849  0.037357
PSO J010.1147+41.6272 1290421 10.11472 41.62715  31.901945 14.445500
PSO J010.2633+41.7348 1333270 10.26333 41.73479  31.173509 16.678900
PSO J011.0000+41.4531  139092 10.99996 41.45306  31.842409  0.066468
PSO J011.6096+40.9440 1437099 11.60956 40.94401  31.250421  0.057167
PSO J010.5161+40.9006 1619569 10.51606 40.90063  31.844659  0.071633
PSO J010.8095+40.8639 1697825 10.80955 40.86392  31.829149 17.416700
PSO J010.3078+40.8027 1723330 10.30776 40.80271  31.975177  0.033282
PSO J010.2941+40.8132 1728246 10.29414 40.81320  31.443972  0.022069
PSO J011.0516+41.2020  175831 11.05165 41.20202  31.046222  0.049822
PSO J010.1119+40.9893 1801184 10.11194 40.98931  31.918196  0.035558
PSO J011.0965+42.0785 2259005 11.09652 42.07847  31.918048 15.486800
PSO J010.9322+42.2084 2540570 10.93218 42.20840  31.463547 15.245800
PSO J011.2154+41.2384  266845 11.21536 41.23843  31.205968 17.276200
PSO J011.8098+40.6233 2676276 11.80983 40.62328  31.423856  1.321770
PSO J010.7208+40.5260 2732174 10.72083 40.52601  31.596933 19.806600
PSO J010.7147+40.6466 2761726 10.71471 40.64655  31.738072 15.344200
PSO J010.2267+40.4445 2788413 10.22668 40.44451  31.168774 36.648200
PSO J010.6482+41.3126  286814 10.64822 41.31263  31.077821  0.022840
PSO J009.5754+40.6629 2973766 09.57543 40.66292  31.872908  0.034314
PSO J010.4740+41.3535  298331 10.47397 41.35352  31.846937  0.023940
PSO J009.9237+40.2252 3187683 09.92366 40.22517  31.134686 15.120300
PSO J012.5003+41.1349    3189 12.50034 41.13487  31.655372  0.083960
PSO J010.5016+41.0693  330226 10.50158 41.06932  31.110804  0.036177
PSO J010.8220+41.3176  424155 10.82197 41.31763  31.052446  0.023207
PSO J010.7092+41.1876  509939 10.70924 41.18757  31.700839  0.041960
PSO J009.8874+41.1671  670693 09.88736 41.16711  31.041222  0.033500
PSO J011.8021+41.7275  846642 11.80208 41.72752  31.930464 15.459200
PSO J010.9359+41.7114  905427 10.93589 41.71138  31.117042  0.049242
PSO J011.0154+41.7129  905799 11.01539 41.71287  31.395161  0.029639
PSO J010.9737+41.5472  957705 10.97374 41.54724  31.006731  0.009997
PSO J011.0624+41.3276  110018 11.06235 41.32761  32.014984  0.054590
PSO J010.5988+41.7307 1103932 10.59885 41.73073  32.626588  0.046493
PSO J010.5089+41.5391 1130960 10.50892 41.53913  32.494305 15.848500
PSO J010.8751+41.4824 1190801 10.87510 41.48239  32.001090  0.026587
PSO J010.0932+41.5855 1274832 10.09317 41.58555  32.991623 15.287100
PSO J010.0095+41.7205 1328829 10.00953 41.72051  32.569243 29.684700
PSO J010.9636+40.8206 1487363 10.96360 40.82065  32.681222  0.011716
PSO J011.0862+41.1523  162658 11.08624 41.15230  32.070728 15.581800
PSO J010.6610+40.8140 1686756 10.66101 40.81396  32.003893  0.060529
PSO J010.3592+40.8706 1752445 10.35920 40.87062  32.391414  1.539240
PSO J010.3591+40.9157 1771144 10.35909 40.91569  32.767420 17.461700
PSO J010.1789+40.9975 1804225 10.17889 40.99752  32.324813 15.897100
PSO J011.5733+42.3607 2508133 11.57333 42.36072  32.520272 15.801900
PSO J010.8356+42.2638 2597869 10.83558 42.26383  32.364320 23.080400
PSO J011.1560+41.2444  267910 11.15601 41.24438  32.918739  0.037069
PSO J010.6641+40.3629 2708287 10.66405 40.36286  32.762722 15.919000
PSO J009.9817+40.6580 2863000 09.98166 40.65801  32.546975  0.026483
PSO J010.5031+41.3177  288443 10.50307 41.31772  32.192570  0.035469
PSO J010.5845+41.3836  306295 10.58452 41.38363  32.584307  0.025162
PSO J010.5847+41.3839  306346 10.58469 41.38385  32.589740  0.039027
PSO J011.1994+40.3171 3129959 11.19937 40.31713  32.157702 15.583300
PSO J010.5242+41.2090  383076 10.52418 41.20902  32.914489  0.025047
PSO J010.5240+41.2091  383180 10.52402 41.20910  32.931037  0.028487
PSO J010.5280+41.2175  386514 10.52805 41.21749  32.051651  0.033887
PSO J010.6644+41.3986  450039 10.66445 41.39859  32.528262  0.059568
PSO J011.4459+41.1458   50496 11.44590 41.14578  32.331005 17.218800
PSO J010.7003+41.2478  531531 10.70030 41.24779  32.842994  0.125251
PSO J010.7891+41.2571  534924 10.78906 41.25711  32.157230  0.025790
PSO J010.4050+41.1724  580468 10.40501 41.17238  32.946716 16.063200
PSO J010.4003+41.2549  608373 10.40034 41.25488  32.017344  0.031015
PSO J009.5657+41.3049  687754 09.56570 41.30489  32.168282 20.275800
PSO J011.6494+41.7790  867401 11.64943 41.77904  32.765355 15.801200
PSO J011.0489+41.4869  938483 11.04888 41.48693  32.065472  0.022073
PSO J010.9680+41.5906  970500 10.96799 41.59064  32.552162  0.033944
PSO J010.7683+41.7991 1181325 10.76832 41.79910  33.832802  0.038902
PSO J010.7573+41.4767 1189264 10.75734 41.47666  33.610937  0.022364
PSO J010.4604+40.9850 1549434 10.46044 40.98503  33.259063  0.159188
PSO J009.2744+40.9269 1935689 09.27443 40.92693  33.595910  1.626140
PSO J011.9932+41.8898 1973512 11.99323 41.88981  33.900211  0.117511
PSO J011.5740+41.8602 2033907 11.57405 41.86021  33.386539 37.595600
PSO J010.6507+41.8732 2296620 10.65074 41.87319  33.157309  1.623680
PSO J010.5444+41.2971  282394 10.54443 41.29709  33.026645  0.029767
PSO J010.3655+40.5848 2833612 10.36548 40.58483  33.613500  0.751811
PSO J009.8693+40.2461 3263682 09.86925 40.24607  33.849404 16.474000
PSO J010.8650+39.9012 3328700 10.86501 39.90125  33.544399  0.257134
PSO J010.8710+41.2908  414984 10.87101 41.29082  33.898236  0.041870
PSO J010.7366+41.1758  505807 10.73661 41.17579  33.538206  0.047808
PSO J010.7607+41.1959  512861 10.76069 41.19588  33.917265  0.049365
PSO J010.7161+41.2403  528840 10.71613 41.24031  33.968890  1.812060
PSO J010.6624+41.2771  541196 10.66237 41.27715  33.771071  0.052835
PSO J010.1256+41.1596  576430 10.12559 41.15962  33.019493  0.038482
PSO J009.9095+41.0720  659026 09.90953 41.07205  33.193301  0.024407
PSO J011.9981+41.5913  738558 11.99807 41.59128  33.878638  0.046027
PSO J011.8996+41.7736  757402 11.89959 41.77364  33.688433  0.028346
PSO J011.5677+41.6699  823983 11.56765 41.66989  33.002983 15.963200
PSO J011.0892+41.7718  920195 11.08922 41.77179  33.452178 61.672800
PSO J011.0017+41.3056  105043 11.00174 41.30562  34.176108 17.762600
PSO J010.7993+41.6499 1154614 10.79927 41.64995  34.663113  0.078749
PSO J010.7983+41.6504 1230329 10.79829 41.65043  34.881541  0.036589
PSO J010.9060+41.0138 1467042 10.90604 41.01375  34.902467 16.971600
PSO J010.6449+40.9478 1538481 10.64485 40.94783  34.177619  0.023778
PSO J010.2263+40.8033 1723806 10.22634 40.80331  34.530762  1.744560
PSO J011.0045+41.1923  173209 11.00450 41.19234  34.381532  0.025436
PSO J010.2523+40.9038 1766344 10.25226 40.90383  34.987063  0.045920
PSO J009.9945+41.0007 1806026 09.99454 41.00066  34.128371 19.376800
PSO J009.9273+41.0377 1820387 09.92728 41.03770  34.143348  0.037034
PSO J011.6698+41.9020 2051477 11.66978 41.90204  34.172342 18.227800
PSO J011.8347+41.9013 2051749 11.83472 41.90134  34.593200  0.152292
PSO J010.6177+40.6761 2771064 10.61768 40.67606  34.503272  0.026333
PSO J010.1899+40.3939 2780878 10.18990 40.39387  34.018001  0.078167
PSO J010.4810+41.4644  325764 10.48097 41.46439  34.834021  0.028328
PSO J010.5216+41.1524  361158 10.52158 41.15243  34.226025 16.613100
PSO J010.6323+41.2034  380718 10.63231 41.20337  34.189057  0.022363
PSO J010.6322+41.2036  380821 10.63220 41.20358  34.168709  0.033098
PSO J010.4939+41.2047  381445 10.49386 41.20472  34.579943  0.090204
PSO J010.6847+41.3146  423217 10.68466 41.31462  34.623735  0.060971
PSO J010.7419+41.1754  505711 10.74194 41.17541  34.147664 16.608200
PSO J010.0474+41.0998  554981 10.04737 41.09977  34.627592 16.953100
PSO J010.2504+41.2078  593200 10.25043 41.20780  34.564280  0.031155
PSO J010.1364+41.3498  637848 10.13639 41.34981  34.569176 20.547700
PSO J011.4806+41.3298   76926 11.48064 41.32983  34.620794  0.022198
PSO J011.6126+41.4980  771369 11.61257 41.49798  34.112167 63.567800
PSO J011.0285+41.6507  890043 11.02845 41.65074  34.272689  0.038149
PSO J011.0397+41.5118  946472 11.03973 41.51180  34.384621  0.032444
PSO J011.1102+41.5392  955240 11.11024 41.53916  34.841141 16.701400
PSO J011.0286+41.6509  983238 11.02862 41.65093  34.170404  0.090211
PSO J011.0998+41.3531  115922 11.09977 41.35309  35.929683  0.032579
PSO J011.1168+41.3758  121171 11.11682 41.37577  35.361036 17.194800
PSO J010.7887+41.6098 1224007 10.78868 41.60982  35.726901  0.082020
PSO J010.1208+41.7313 1332500 10.12079 41.73127  35.204787 17.256700
PSO J010.6196+40.9572 1540990 10.61956 40.95716  35.379500 17.203000
PSO J010.3533+40.8443 1741611 10.35329 40.84433  35.035518 17.373100
PSO J010.0124+40.8463 1743219 10.01240 40.84630  35.128467  0.031322
PSO J010.8596+42.0099 2238688 10.85959 42.00993  35.113874  0.017273
PSO J010.3610+41.8425 2344658 10.36104 41.84247  35.658262 17.523300
PSO J011.3528+41.0713  242866 11.35285 41.07125  35.656796 17.383900
PSO J009.5513+40.1298 3234421 09.55133 40.12985  35.446136  1.447650
PSO J009.8676+40.2271 3257505 09.86756 40.22709  35.925947 17.506600
PSO J010.6194+41.2695  405640 10.61937 41.26954  35.196047  0.046526
PSO J010.8891+41.3215  425442 10.88909 41.32152  35.856877  0.041190
PSO J010.7776+41.2029  515416 10.77765 41.20291  35.558321 16.852400
PSO J009.6129+41.1592  669953 09.61286 41.15915  35.630554 17.289400
PSO J010.4229+41.4460 1115756 10.42285 41.44603  36.755334  0.049427
PSO J010.4743+41.6263 1148633 10.47428 41.62627  36.792932 17.965400
PSO J010.7771+41.7442 1171529 10.77708 41.74421  36.893252 97.139700
PSO J010.3916+41.4890 1246116 10.39165 41.48898  36.375347 17.852800
PSO J009.7118+41.5860 1369438 09.71185 41.58604  36.683801 19.941300
PSO J011.0727+41.2103  178016 11.07273 41.21026  36.567384 17.809700
PSO J012.0313+42.0768 1997935 12.03126 42.07684  36.357426  0.017176
PSO J010.8620+42.0578 2253150 10.86196 42.05784  36.893973 20.357800
PSO J011.7008+42.2686 2486515 11.70081 42.26863  36.758655  1.690970
PSO J010.8528+41.2362  527333 10.85280 41.23621  36.956031  0.021578
PSO J010.7707+41.2558  534429 10.77072 41.25581  36.172355  0.210270
PSO J010.2511+41.2099  593863 10.25113 41.20995  36.667499  2.128350
PSO J009.7736+41.1716  671403 09.77361 41.17160  36.984574  0.017964
PSO J009.6409+41.2947  686550 09.64093 41.29466  36.668172  2.334500
PSO J011.4599+41.6602  820125 11.45992 41.66021  36.640894  0.154955
PSO J011.1083+41.7197  907494 11.10832 41.71967  36.027314  0.018661
PSO J011.0886+41.5066  944799 11.08861 41.50657  36.844949 16.685100
PSO J011.1758+41.4907 1047357 11.17582 41.49067  37.445246  0.035720
PSO J012.5498+40.9721 1405619 12.54982 40.97213  37.276358 18.167600
PSO J010.9401+41.0263 1469548 10.94010 41.02631  37.874343  0.026067
PSO J011.0261+41.0542 1475510 11.02613 41.05421  37.793009  0.125365
PSO J010.5651+41.0361 1564183 10.56508 41.03605  37.405817 19.200800
PSO J010.6114+40.8143 1596150 10.61141 40.81433  37.097322 20.045600
PSO J011.1143+41.1435  160398 11.11430 41.14353  37.583105 20.250000
PSO J011.1096+41.1760  168849 11.10956 41.17602  37.865759 18.932000
PSO J010.2635+40.8236 1732885 10.26348 40.82364  37.796301 43.357900
PSO J010.3357+40.9602 1789043 10.33565 40.96016  37.360390 38.175800
PSO J012.2714+41.9553 1953555 12.27141 41.95528  37.175739  0.096626
PSO J011.9645+41.9522 1980814 11.96455 41.95219  37.144187 30.254900
PSO J011.1431+42.2965 2556189 11.14309 42.29651  37.580938  0.396126
PSO J010.1240+42.4657 2633678 10.12400 42.46566  37.240326 56.827900
PSO J010.6209+41.3196  288889 10.62088 41.31964  37.094465  0.039400
PSO J011.1443+40.2379 3124839 11.14432 40.23795  37.533146  0.163700
PSO J010.0954+40.3233 3205991 10.09541 40.32327  37.309258  0.032498
PSO J010.7304+41.2889  414350 10.73043 41.28895  37.491437  0.039074
PSO J010.7382+41.3128  422600 10.73823 41.31283  37.042168  0.025511
PSO J010.0974+41.2707  613858 10.09740 41.27069  37.246981 18.132700
PSO J010.2797+41.3190  628596 10.27970 41.31902  37.815348  0.041119
PSO J009.2264+41.3973  709909 09.22637 41.39734  37.564392  0.080099
PSO J011.4520+41.6530  817371 11.45201 41.65297  37.941835  0.074102
PSO J011.0962+41.5091  945615 11.09616 41.50911  37.393785 24.063100
PSO J010.4467+41.5397 1131143 10.44666 41.53968  38.350041  0.076436
PSO J010.9211+41.1015  149754 10.92113 41.10154  38.151829 22.980500
PSO J010.7306+41.0113 1649578 10.73057 41.01129  38.088232 20.596700
PSO J010.0358+42.0084 2364305 10.03584 42.00843  38.881720 19.029300
PSO J010.5247+41.2707  274098 10.52472 41.27072  38.169542  0.034923
PSO J010.0612+40.6513 2859914 10.06121 40.65133  38.917044  0.046050
PSO J010.2960+40.0122 3357203 10.29603 40.01216  38.330393  0.370374
PSO J010.6342+41.2764  406779 10.63424 41.27636  38.315144  0.072509
PSO J010.6996+41.0819  475337 10.69961 41.08194  38.505969  1.454390
PSO J010.8708+41.2608  536248 10.87082 41.26076  38.713670  0.037284
PSO J010.1135+41.2540  608655 10.11353 41.25405  38.748282 18.910100
PSO J011.4830+41.6290  808683 11.48305 41.62898  38.786901  2.042190
PSO J010.4627+41.4910 1121319 10.46269 41.49099  39.620577  0.042846
PSO J010.9431+41.1482  161572 10.94313 41.14820  39.786582 19.464600
PSO J010.7564+40.9112 1623140 10.75642 40.91117  39.879625 19.513500
PSO J010.2810+40.8437 1741485 10.28102 40.84369  39.643034 19.056800
PSO J010.3271+41.0168 1811541 10.32707 41.01683  39.967501  2.462980
PSO J012.4011+42.1212 1961905 12.40114 42.12123  39.321796 20.507600
PSO J011.7657+41.9934 2091277 11.76565 41.99337  39.740555 21.716200
PSO J010.5656+41.8617 2294019 10.56563 41.86174  39.791766  2.323430
PSO J011.4853+42.3157 2498004 11.48527 42.31570  39.878247 19.498500
PSO J010.5436+40.5295 2732994 10.54364 40.52954  39.569531 21.209200
PSO J010.5546+40.6320 2757639 10.55457 40.63204  39.666237 23.832200
PSO J009.8116+40.5367 2938795 09.81156 40.53666  39.580899  8.693430
PSO J010.8593+41.1938  512103 10.85934 41.19376  39.168275 19.131300
PSO J009.7995+41.1879  673486 09.79952 41.18786  39.166388 43.484900
PSO J010.9760+41.3224  108764 10.97597 41.32237  40.976377  0.097692
PSO J011.0516+41.3656  118802 11.05160 41.36555  40.699421  0.095593
PSO J010.0804+41.4496 1237420 10.08044 41.44958  40.916388  0.561882
PSO J010.6272+40.9927 1551300 10.62723 40.99268  40.148265 13.327100
PSO J010.2599+40.8703 1752523 10.25995 40.87031  40.256968  0.031484
PSO J011.6368+41.9599 2076021 11.63682 41.95986  40.901643 70.144600
PSO J010.3263+41.9314 2356441 10.32630 41.93136  40.530260  0.248650
PSO J010.0031+42.1388 2374661 10.00314 42.13878  40.011687  0.129171
PSO J011.1650+41.1842  257854 11.16503 41.18418  40.203604 18.865400
PSO J010.9256+40.6228 2699148 10.92562 40.62275  40.388208  0.246695
PSO J011.2140+41.2683  272393 11.21399 41.26834  40.085569 19.582900
PSO J010.1813+40.6537 2860576 10.18127 40.65374  40.518904  4.002000
PSO J009.4689+40.5026 2930166 09.46888 40.50261  40.540036 52.968100
PSO J011.9757+41.3664   33828 11.97572 41.36643  40.303242 19.698300
PSO J009.9889+41.2811  617310 09.98894 41.28111  40.387536  2.158820
PSO J009.6986+41.2786  684633 09.69861 41.27858  40.738231 22.375800
PSO J012.0983+41.5705  736734 12.09830 41.57054  40.580702 20.738300
PSO J011.7214+41.6109  803383 11.72136 41.61091  40.156996  0.067684
PSO J010.7766+41.7086 1164695 10.77663 41.70857  41.617105 20.311800
PSO J010.9696+41.3756  121069 10.96963 41.37558  41.358873 20.188100
PSO J010.9695+41.3759  121155 10.96950 41.37585  41.309736  0.088957
PSO J010.8598+41.5924 1220135 10.85976 41.59242  41.206369 20.091900
PSO J010.8370+41.6207 1226487 10.83696 41.62072  41.024018  0.064913
PSO J010.2480+41.5220 1255146 10.24803 41.52197  41.602011  0.030426
PSO J010.2878+41.5947 1277645 10.28777 41.59465  41.598511 23.077600
PSO J011.6477+40.7308 1422504 11.64774 40.73078  41.482917  0.232634
PSO J010.9188+40.9467 1455196 10.91877 40.94667  41.435847 82.670300
PSO J011.5674+41.8455 2028362 11.56742 41.84547  41.171951 20.114900
PSO J010.7539+41.8644 2294580 10.75390 41.86436  41.332418  0.101557
PSO J010.1512+40.5350 2813796 10.15120 40.53501  41.367855  0.033371
PSO J010.5033+41.3978  309927 10.50329 41.39779  41.734719 20.466400
PSO J009.7101+40.2721 3272758 09.71014 40.27210  41.702537 22.998800
PSO J010.5501+41.2638  403698 10.55010 41.26383  41.726195  2.266210
PSO J010.3711+41.2780  615666 10.37113 41.27803  41.679985 20.865400
PSO J011.7337+41.7049  837468 11.73368 41.70486  41.913437 20.351000
PSO J011.0544+41.5401  955520 11.05439 41.54006  41.511383 20.312700
PSO J011.0318+41.5573  960846 11.03183 41.55734  41.576379 19.558400
PSO J010.3274+41.5686 1268659 10.32738 41.56861  42.581147  2.386340
PSO J010.1418+41.7388 1334620 10.14182 41.73878  42.896307 23.295300
PSO J010.6190+40.7986 1592071 10.61900 40.79861  42.141357 20.548800
PSO J010.8051+40.9263 1626871 10.80509 40.92631  42.655879 20.723000
PSO J010.6941+40.9945 1644985 10.69410 40.99448  42.239478  2.870540
PSO J012.0342+41.9040 1975156 12.03422 41.90401  42.139574  0.185652
PSO J011.3286+41.4344  234841 11.32858 41.43440  42.902823 23.896400
PSO J010.0537+41.9881 2362341 10.05365 41.98806  42.014473 20.552900
PSO J011.3370+41.1262  249432 11.33705 41.12625  42.296511 23.712400
PSO J011.4497+42.3303 2501239 11.44973 42.33028  42.241294  2.362040
PSO J011.1892+41.1749  256405 11.18920 41.17486  42.461086 34.691100
PSO J010.2495+40.4854 2797670 10.24951 40.48544  42.544555 20.935200
PSO J010.6306+41.1407  356386 10.63065 41.14066  42.791448 20.965500
PSO J010.6491+41.2229  522643 10.64906 41.22292  42.908621  0.047966
PSO J010.6492+41.2231  522712 10.64923 41.22310  42.905685 32.780100
PSO J010.7806+41.2242  523037 10.78057 41.22425  42.663505 20.956300
PSO J010.1748+41.2502  607262 10.17477 41.25020  42.555703  2.529560
PSO J011.4871+41.6004  799738 11.48706 41.60037  42.403458 20.622300
PSO J011.5514+41.7830  868709 11.55142 41.78295  42.795784  0.146389
PSO J010.7217+41.7349 1169881 10.72166 41.73490  43.736325 21.133900
PSO J011.0200+41.3878  123946 11.02001 41.38782  43.044660 29.791100
PSO J010.1940+41.6226 1288346 10.19396 41.62257  43.700215 21.521300
PSO J011.6681+40.9401 1436783 11.66811 40.94012  43.569482  0.274978
PSO J011.0235+40.9505 1455829 11.02351 40.95047  43.858224  3.951180
PSO J012.0149+41.1452   19665 12.01493 41.14522  43.859921 21.535400
PSO J011.2246+41.3732  218538 11.22461 41.37321  43.486183  0.043006
PSO J011.2581+41.4060  227078 11.25809 41.40602  43.377074 21.367500
PSO J010.3247+42.0212 2365247 10.32474 42.02121  43.699438 37.843700
PSO J011.1603+41.4413  236622 11.16026 41.44129  43.166308 21.835700
PSO J011.5899+42.3653 2509090 11.58993 42.36529  43.585644 21.325100
PSO J009.7398+40.4512 2914074 09.73978 40.45119  43.358793 13.080200
PSO J010.5796+40.2857 3156169 10.57961 40.28575  43.107095 20.716200
PSO J010.5061+41.1695  367897 10.50613 41.16951  43.837154  0.051250
PSO J010.4375+41.1817  372606 10.43749 41.18168  43.879173  1.035740
PSO J010.7961+41.3389  431367 10.79612 41.33890  43.123843 21.090900
PSO J010.3767+41.2241  598540 10.37669 41.22413  43.647647  0.118620
PSO J009.3665+41.4774  712425 09.36653 41.47738  43.694191 24.164200
PSO J012.1636+41.5679  736583 12.16356 41.56787  43.497037  2.806150
PSO J011.5024+41.3107   73918 11.50245 41.31069  43.657110 21.340300
PSO J011.2035+41.7518 1016641 11.20346 41.75177  44.167552 22.882500
PSO J010.4261+41.7332 1104499 10.42607 41.73324  44.946161 12.615300
PSO J011.0386+41.4021  127289 11.03859 41.40210  44.381996  3.144050
PSO J010.1113+41.7363 1333894 10.11131 41.73628  44.035127  0.152890
PSO J009.8701+41.8166 1385140 09.87006 41.81656  44.621700  3.055420
PSO J012.4646+41.9497 1953393 12.46459 41.94974  44.992144 22.068500
PSO J011.3372+41.3143  205173 11.33723 41.31426  44.331999 17.071700
PSO J010.9453+41.9359 2214068 10.94529 41.93590  44.854612 21.963200
PSO J011.2580+42.1052 2266749 11.25801 42.10518  44.845770  0.168462
PSO J011.1937+42.1316 2274370 11.19371 42.13161  44.139693  3.621620
PSO J011.2277+42.4512 2577478 11.22768 42.45122  44.082082  3.174880
PSO J010.4474+41.2706  274175 10.44741 41.27064  44.486680 36.049300
PSO J009.7492+40.3915 2902934 09.74922 40.39147  44.652070 22.857700
PSO J009.7744+40.6765 2976746 09.77440 40.67655  44.958624  4.726770
PSO J010.6552+41.4343  460751 10.65522 41.43426  44.123070  2.080240
PSO J010.8529+41.2228  522448 10.85289 41.22280  44.812748 12.084700
